Process,Burst time,Arrival Time,,Arrival Time(normalized)
P7420,201,41.25,,0.4125
P7421,122,66,,0.66
P7422,93,37.25,,0.3725
P7423,181,69.25,,0.6925
P7424,271,51.75,,0.5175
P7425,171,59,,0.59
P7426,218,42,,0.42
P7427,194,51.5,,0.515
P7428,233,62.75,,0.6275
P7429,169,43,,0.43
P7430,199,39.5,,0.395
P7431,196,46.5,,0.465
P7432,163,43.5,,0.435
P7433,110,30.25,,0.3025
P7434,282,43,,0.43
P7435,109,71.25,,0.7125
P7436,279,63,,0.63
P7437,200,74.25,,0.7425
P7438,217,29.25,,0.2925
P7439,250,63.5,,0.635
P7440,226,36.75,,0.3675
P7441,219,44.5,,0.445
P7442,186,52.75,,0.5275
P7443,273,37.25,,0.3725
P7444,221,48.75,,0.4875
P7445,189,38.25,,0.3825
P7446,250,69.5,,0.695
P7447,162,31.75,,0.3175
P7448,152,56.5,,0.565
P7449,212,81,,0.81
P7450,230,79,,0.79
P7451,298,63,,0.63
P7452,219,51.25,,0.5125
P7453,348,49.25,,0.4925
P7454,216,57.75,,0.5775
P7455,274,17.25,,0.1725
P7456,238,79.75,,0.7975
P7457,172,74.75,,0.7475
P7458,169,50.25,,0.5025
P7459,215,81.25,,0.8125
P7460,216,69,,0.69
P7461,238,45.5,,0.455
P7462,136,55.5,,0.555
P7463,213,57.25,,0.5725
P7464,182,67.75,,0.6775
P7465,208,100,,1
P7466,158,57.75,,0.5775
P7467,234,44.25,,0.4425
P7468,307,52.75,,0.5275
P7469,225,68.5,,0.685
P7470,174,70,,0.7
P7471,185,27,,0.27
P7472,273,37.75,,0.3775
P7473,78,47.25,,0.4725
P7474,275,64.5,,0.645
P7475,161,67,,0.67
P7476,247,18.25,,0.1825
P7477,266,23.75,,0.2375
P7478,161,58.75,,0.5875
P7479,172,50.75,,0.5075
P7480,167,37,,0.37
P7481,270,31.25,,0.3125
P7482,275,40.5,,0.405
P7483,148,39.75,,0.3975
P7484,249,66.5,,0.665
P7485,240,50,,0.5
P7486,256,73,,0.73
P7487,245,80,,0.8
P7488,163,42.5,,0.425
P7489,135,35.25,,0.3525
P7490,239,68.25,,0.6825
P7491,259,35.25,,0.3525
P7492,264,78,,0.78
P7493,140,40.5,,0.405
P7494,288,58,,0.58
P7495,108,81.25,,0.8125
P7496,139,53,,0.53
P7497,142,60,,0.6
P7498,198,44,,0.44
P7499,137,48,,0.48
P7500,188,73.75,,0.7375
P7501,171,60.25,,0.6025
P7502,232,46,,0.46
P7503,217,81.5,,0.815
P7504,217,40.75,,0.4075
P7505,244,40,,0.4
P7506,190,29.75,,0.2975
P7507,277,75.25,,0.7525
P7508,179,52.25,,0.5225
P7509,132,33.5,,0.335
P7510,314,38,,0.38
P7511,178,53.25,,0.5325
P7512,192,26,,0.26
P7513,141,85.25,,0.8525
P7514,121,44.25,,0.4425
P7515,247,81.25,,0.8125
P7516,146,51.5,,0.515
P7517,186,55,,0.55
P7518,329,64.75,,0.6475
P7519,359,50.25,,0.5025
P7520,149,69.25,,0.6925
P7521,254,47.75,,0.4775
P7522,292,60.75,,0.6075
P7523,218,60.25,,0.6025
P7524,310,45.75,,0.4575
P7525,192,46.5,,0.465
P7526,287,33.25,,0.3325
P7527,166,55.25,,0.5525
P7528,211,33.5,,0.335
P7529,219,79.25,,0.7925
P7530,234,75,,0.75
P7531,137,44.75,,0.4475
P7532,166,57,,0.57
P7533,191,55.5,,0.555
P7534,159,66.75,,0.6675
P7535,204,44,,0.44
P7536,187,48.5,,0.485
P7537,163,39,,0.39
P7538,163,72.5,,0.725
P7539,201,13.5,,0.135
P7540,214,35,,0.35
P7541,264,29.25,,0.2925
P7542,73,47,,0.47
P7543,285,32,,0.32
P7544,226,84.5,,0.845
P7545,135,88.5,,0.885
P7546,240,60.75,,0.6075
P7547,141,34.5,,0.345
P7548,190,40,,0.4
P7549,230,49,,0.49
P7550,182,72.5,,0.725
P7551,119,26.25,,0.2625
P7552,215,25.75,,0.2575
P7553,138,31.75,,0.3175
P7554,151,56.75,,0.5675
P7555,118,41.75,,0.4175
P7556,234,48,,0.48
P7557,175,29,,0.29
P7558,280,15,,0.15
P7559,310,45.5,,0.455
P7560,186,31.25,,0.3125
P7561,211,57,,0.57
P7562,207,64.25,,0.6425
P7563,210,35.75,,0.3575
P7564,323,50,,0.5
P7565,204,39.25,,0.3925
P7566,239,35,,0.35
P7567,241,31.5,,0.315
P7568,249,56,,0.56
P7569,271,72,,0.72
P7570,210,51.75,,0.5175
P7571,228,53.5,,0.535
P7572,248,72.25,,0.7225
P7573,135,55,,0.55
P7574,153,46.25,,0.4625
P7575,212,72,,0.72
P7576,89,45,,0.45
P7577,220,51.75,,0.5175
P7578,139,32.5,,0.325
P7579,122,51.75,,0.5175
P7580,160,42.75,,0.4275
P7581,154,12.25,,0.1225
P7582,249,73,,0.73
P7583,152,45,,0.45
P7584,141,80.25,,0.8025
P7585,268,42.25,,0.4225
P7586,254,31,,0.31
P7587,258,58,,0.58
P7588,215,66,,0.66
P7589,176,40.5,,0.405
P7590,172,68.5,,0.685
P7591,227,76.5,,0.765
P7592,171,76,,0.76
P7593,106,58.5,,0.585
P7594,236,25.5,,0.255
P7595,171,35.75,,0.3575
P7596,172,45.5,,0.455
P7597,246,53.75,,0.5375
P7598,245,64.25,,0.6425
P7599,135,54.25,,0.5425
P7600,235,57.5,,0.575
P7601,243,73.75,,0.7375
P7602,179,67.5,,0.675
P7603,292,37,,0.37
P7604,171,57.5,,0.575
P7605,277,65.5,,0.655
P7606,144,48,,0.48
P7607,175,34.5,,0.345
P7608,293,62.5,,0.625
P7609,190,42.25,,0.4225
P7610,220,84,,0.84
P7611,171,53.5,,0.535
P7612,290,64,,0.64
P7613,233,66,,0.66
P7614,113,39.25,,0.3925
P7615,243,52.5,,0.525
P7616,222,41.75,,0.4175
P7617,51,57.75,,0.5775
P7618,188,22.25,,0.2225
P7619,203,73.75,,0.7375
P7620,168,68,,0.68
P7621,297,65.75,,0.6575
P7622,226,56.25,,0.5625
P7623,226,57.25,,0.5725
P7624,157,44,,0.44
P7625,252,66.75,,0.6675
P7626,218,49,,0.49
P7627,291,69.75,,0.6975
P7628,225,44.25,,0.4425
P7629,311,66.75,,0.6675
P7630,163,37.25,,0.3725
P7631,322,54.5,,0.545
P7632,217,70.75,,0.7075
P7633,165,42.75,,0.4275
P7634,151,33,,0.33
P7635,186,82.75,,0.8275
P7636,229,72,,0.72
P7637,250,62.75,,0.6275
P7638,132,61,,0.61
P7639,237,40,,0.4
P7640,209,65.25,,0.6525
P7641,274,40,,0.4
P7642,170,39.75,,0.3975
P7643,183,66,,0.66
P7644,217,72,,0.72
P7645,178,39,,0.39
P7646,210,73.5,,0.735
P7647,210,45,,0.45
P7648,181,66.75,,0.6675
P7649,161,68.5,,0.685
P7650,219,76,,0.76
P7651,184,80.75,,0.8075
P7652,157,42.5,,0.425
P7653,206,66,,0.66
P7654,115,49.5,,0.495
P7655,248,7.5,,0.075
P7656,186,49,,0.49
P7657,188,45,,0.45
P7658,258,59.5,,0.595
P7659,339,71,,0.71
P7660,245,75,,0.75
P7661,334,62.75,,0.6275
P7662,260,78.25,,0.7825
P7663,261,49.25,,0.4925
P7664,153,70.75,,0.7075
P7665,240,45.5,,0.455
P7666,198,61.75,,0.6175
P7667,189,48.25,,0.4825
P7668,239,40.75,,0.4075
P7669,176,36,,0.36
P7670,295,64.75,,0.6475
P7671,256,29.75,,0.2975
P7672,178,50.75,,0.5075
P7673,317,17.5,,0.175
P7674,121,31,,0.31
P7675,288,74.5,,0.745
P7676,246,50.75,,0.5075
P7677,237,43.25,,0.4325
P7678,160,42,,0.42
P7679,242,65.75,,0.6575
P7680,187,71.25,,0.7125
P7681,186,77.25,,0.7725
P7682,230,52,,0.52
P7683,227,58,,0.58
P7684,189,38,,0.38
P7685,179,46.25,,0.4625
P7686,141,40,,0.4
P7687,305,42.75,,0.4275
P7688,296,58.75,,0.5875
P7689,249,50.25,,0.5025
P7690,100,57,,0.57
P7691,213,15.75,,0.1575
P7692,327,61.75,,0.6175
P7693,171,62.75,,0.6275
P7694,215,76.5,,0.765
P7695,170,59,,0.59
P7696,228,61.5,,0.615
P7697,251,18.25,,0.1825
P7698,200,49.25,,0.4925
P7699,264,55.25,,0.5525
P7700,109,44.75,,0.4475
P7701,255,76,,0.76
P7702,205,37.25,,0.3725
P7703,263,48.5,,0.485
P7704,131,51.75,,0.5175
P7705,103,35.75,,0.3575
P7706,210,57,,0.57
P7707,139,42,,0.42
P7708,215,51.25,,0.5125
P7709,316,39.25,,0.3925
P7710,202,35,,0.35
P7711,137,64.75,,0.6475
P7712,229,61,,0.61
P7713,196,66.5,,0.665
P7714,178,51.5,,0.515
P7715,116,52.25,,0.5225
P7716,226,25.75,,0.2575
P7717,262,31,,0.31
P7718,233,70.25,,0.7025
P7719,188,60.5,,0.605
P7720,173,58,,0.58
P7721,264,64.5,,0.645
P7722,88,51,,0.51
P7723,258,43.75,,0.4375
P7724,284,29.75,,0.2975
P7725,201,53.75,,0.5375
P7726,170,47.5,,0.475
P7727,235,73,,0.73
P7728,255,28.5,,0.285
P7729,209,50.5,,0.505
P7730,174,47,,0.47
P7731,208,46.25,,0.4625
P7732,274,54.75,,0.5475
P7733,187,66.75,,0.6675
P7734,152,24.75,,0.2475
P7735,192,36.25,,0.3625
P7736,31,56.25,,0.5625
P7737,245,77.25,,0.7725
P7738,96,40,,0.4
P7739,211,82.25,,0.8225
P7740,261,62,,0.62
P7741,201,63.25,,0.6325
P7742,240,49.5,,0.495
P7743,243,57.25,,0.5725
P7744,234,26.25,,0.2625
P7745,260,62.5,,0.625
P7746,218,60.25,,0.6025
P7747,207,62,,0.62
P7748,178,28.25,,0.2825
P7749,200,68,,0.68
P7750,217,30.25,,0.3025
P7751,183,57.5,,0.575
P7752,239,48.75,,0.4875
P7753,185,58.5,,0.585
P7754,201,74.5,,0.745
P7755,250,60,,0.6
P7756,144,47.5,,0.475
P7757,300,55.25,,0.5525
P7758,187,57,,0.57
P7759,215,58,,0.58
P7760,194,32,,0.32
P7761,342,73,,0.73
P7762,181,74.75,,0.7475
P7763,190,57,,0.57
P7764,239,7.75,,0.0775
P7765,190,58.75,,0.5875
P7766,143,51.5,,0.515
P7767,255,50,,0.5
P7768,291,45.25,,0.4525
P7769,147,67.75,,0.6775
P7770,245,59.25,,0.5925
P7771,144,46.25,,0.4625
P7772,238,37,,0.37
P7773,234,65.5,,0.655
P7774,325,57.5,,0.575
P7775,240,42.25,,0.4225
P7776,187,29,,0.29
P7777,227,69.75,,0.6975
P7778,212,54.75,,0.5475
P7779,212,52.75,,0.5275
P7780,310,56.75,,0.5675
P7781,165,59,,0.59
P7782,147,27.5,,0.275
P7783,168,63,,0.63
P7784,152,74.5,,0.745
P7785,262,26.5,,0.265
P7786,192,49,,0.49
P7787,245,71.75,,0.7175
P7788,208,59,,0.59
P7789,165,14,,0.14
P7790,190,80.5,,0.805
P7791,169,51,,0.51
P7792,154,73.5,,0.735
P7793,176,49.5,,0.495
P7794,256,53.5,,0.535
P7795,298,56,,0.56
P7796,177,52.75,,0.5275
P7797,274,51,,0.51
P7798,287,65.5,,0.655
P7799,291,62.25,,0.6225
P7800,215,78.25,,0.7825
P7801,169,42,,0.42
P7802,190,54.5,,0.545
P7803,104,10,,0.1
P7804,164,80.25,,0.8025
P7805,270,47.5,,0.475
P7806,168,43.25,,0.4325
P7807,236,45.5,,0.455
P7808,212,63.5,,0.635
P7809,260,53.75,,0.5375
P7810,201,54.5,,0.545
P7811,191,70.25,,0.7025
P7812,165,33,,0.33
P7813,265,22.75,,0.2275
P7814,220,25.75,,0.2575
P7815,188,61.75,,0.6175
P7816,235,56.25,,0.5625
P7817,126,34.75,,0.3475
P7818,306,28.25,,0.2825
P7819,225,57.25,,0.5725
P7820,59,24.75,,0.2475
P7821,107,41.75,,0.4175
P7822,224,55.25,,0.5525
P7823,163,58.75,,0.5875
P7824,181,43.5,,0.435
P7825,253,53,,0.53
P7826,166,46.25,,0.4625
P7827,202,31.5,,0.315
P7828,200,17.25,,0.1725
P7829,213,41.5,,0.415
P7830,168,86,,0.86
P7831,312,51,,0.51
P7832,259,36.5,,0.365
P7833,207,89.25,,0.8925
P7834,173,91.75,,0.9175
P7835,171,74.25,,0.7425
P7836,220,63.5,,0.635
P7837,245,60,,0.6
P7838,276,45,,0.45
P7839,183,36.5,,0.365
P7840,186,12.5,,0.125
P7841,158,82,,0.82
P7842,164,54.75,,0.5475
P7843,245,46.5,,0.465
P7844,275,52.5,,0.525
P7845,174,36.75,,0.3675
P7846,160,61.5,,0.615
P7847,217,54.25,,0.5425
P7848,127,80.75,,0.8075
P7849,220,36.75,,0.3675
P7850,208,28.75,,0.2875
P7851,197,34.25,,0.3425
P7852,235,58,,0.58
P7853,280,62.75,,0.6275
P7854,234,50.25,,0.5025
P7855,179,54.5,,0.545
P7856,242,76.75,,0.7675
P7857,157,43.5,,0.435
P7858,214,57.75,,0.5775
P7859,207,73,,0.73
P7860,130,33.75,,0.3375
P7861,231,51.25,,0.5125
P7862,215,66.25,,0.6625
P7863,181,57,,0.57
P7864,150,51.25,,0.5125
P7865,220,61,,0.61
P7866,192,54.25,,0.5425
P7867,161,43,,0.43
P7868,302,36.5,,0.365
P7869,200,48.5,,0.485
P7870,284,50.75,,0.5075
P7871,228,47.5,,0.475
P7872,203,55,,0.55
P7873,162,78.5,,0.785
P7874,225,21.75,,0.2175
P7875,138,57.75,,0.5775
P7876,173,25.75,,0.2575
P7877,155,33,,0.33
P7878,178,36.5,,0.365
P7879,151,39.5,,0.395
P7880,209,51,,0.51
P7881,189,53.25,,0.5325
P7882,156,49.75,,0.4975
P7883,202,66.75,,0.6675
P7884,181,46.75,,0.4675
P7885,205,47.5,,0.475
P7886,140,40.25,,0.4025
P7887,263,81,,0.81
P7888,262,43.25,,0.4325
P7889,263,25.5,,0.255
P7890,159,52.75,,0.5275
P7891,167,79,,0.79
P7892,261,33.5,,0.335
P7893,220,57.5,,0.575
P7894,121,39,,0.39
P7895,259,48.75,,0.4875
P7896,179,24,,0.24
P7897,187,64.75,,0.6475
P7898,218,70.25,,0.7025
P7899,163,53.75,,0.5375
P7900,233,52.75,,0.5275
P7901,221,57.25,,0.5725
P7902,175,88.25,,0.8825
P7903,252,54,,0.54
P7904,191,49.5,,0.495
P7905,216,41.75,,0.4175
P7906,195,28.5,,0.285
P7907,173,62.25,,0.6225
P7908,119,60.75,,0.6075
P7909,182,55,,0.55
P7910,250,52.5,,0.525
P7911,218,52.25,,0.5225
P7912,201,59.75,,0.5975
P7913,225,54.75,,0.5475
P7914,226,73.25,,0.7325
P7915,275,50.25,,0.5025
P7916,191,74.75,,0.7475
P7917,238,53.75,,0.5375
P7918,166,53.25,,0.5325
P7919,227,37.5,,0.375
P7920,187,79.5,,0.795
P7921,261,33,,0.33
P7922,230,92.75,,0.9275
P7923,159,85.75,,0.8575
P7924,138,55.25,,0.5525
P7925,82,32,,0.32
P7926,187,54,,0.54
P7927,154,65.25,,0.6525
P7928,218,65,,0.65
P7929,114,43.5,,0.435
P7930,246,23.5,,0.235
P7931,191,60.5,,0.605
P7932,142,55,,0.55
P7933,254,44,,0.44
P7934,305,61.75,,0.6175
P7935,96,53.25,,0.5325
P7936,287,52.25,,0.5225
P7937,186,67,,0.67
P7938,171,48.25,,0.4825
P7939,210,54.75,,0.5475
P7940,259,38.25,,0.3825
P7941,192,45.5,,0.455
P7942,137,55.25,,0.5525
P7943,229,71.5,,0.715
P7944,175,28.75,,0.2875
P7945,252,52,,0.52
P7946,217,58.5,,0.585
P7947,186,55,,0.55
P7948,116,9.75,,0.0975
P7949,116,15.5,,0.155
P7950,169,51,,0.51
P7951,101,61.25,,0.6125
P7952,214,73.75,,0.7375
P7953,73,41.75,,0.4175
P7954,279,58.25,,0.5825
P7955,198,70.5,,0.705
P7956,104,32,,0.32
P7957,107,55.25,,0.5525
P7958,225,67,,0.67
P7959,159,42.75,,0.4275
P7960,230,31.25,,0.3125
P7961,128,56.75,,0.5675
P7962,296,63.5,,0.635
P7963,194,24,,0.24
P7964,107,39.75,,0.3975
P7965,208,59.75,,0.5975
P7966,282,49,,0.49
P7967,189,67.75,,0.6775
P7968,239,45.25,,0.4525
P7969,194,43.25,,0.4325
P7970,250,62.5,,0.625
P7971,186,35.5,,0.355
P7972,216,46.25,,0.4625
P7973,215,19.75,,0.1975
P7974,111,63.25,,0.6325
P7975,124,53.75,,0.5375
P7976,143,85,,0.85
P7977,254,51.75,,0.5175
P7978,84,53.5,,0.535
P7979,205,28,,0.28
P7980,251,46.25,,0.4625
P7981,79,41.25,,0.4125
P7982,141,64.25,,0.6425
P7983,203,50.25,,0.5025
P7984,148,68,,0.68
P7985,119,65.75,,0.6575
P7986,164,59,,0.59
P7987,254,88.25,,0.8825
P7988,234,56.75,,0.5675
P7989,245,67.5,,0.675
P7990,198,49,,0.49
P7991,277,79.5,,0.795
P7992,114,54.5,,0.545
P7993,204,68.75,,0.6875
P7994,145,54.25,,0.5425
P7995,153,57.25,,0.5725
P7996,214,34.5,,0.345
P7997,237,71.25,,0.7125
P7998,173,68,,0.68
P7999,148,43,,0.43
P8000,291,63.25,,0.6325
P8001,178,47.25,,0.4725
P8002,147,44.25,,0.4425
P8003,171,35.5,,0.355
P8004,260,50,,0.5
P8005,93,54,,0.54
P8006,285,32.5,,0.325
P8007,278,45,,0.45
P8008,228,36,,0.36
P8009,215,35.75,,0.3575
P8010,226,52.25,,0.5225
P8011,133,46,,0.46
P8012,187,44.5,,0.445
P8013,210,48.5,,0.485
P8014,72,56,,0.56
P8015,211,24.25,,0.2425
P8016,184,49.25,,0.4925
P8017,176,45.25,,0.4525
P8018,38,49.75,,0.4975
P8019,129,66,,0.66
P8020,220,68,,0.68
P8021,183,41.75,,0.4175
P8022,100,37.75,,0.3775
P8023,216,29.25,,0.2925
P8024,180,86,,0.86
P8025,127,59,,0.59
P8026,223,32.5,,0.325
P8027,121,70.75,,0.7075
P8028,205,56,,0.56
P8029,139,65.75,,0.6575
P8030,168,72.5,,0.725
P8031,160,63,,0.63
P8032,283,49.25,,0.4925
P8033,129,88.25,,0.8825
P8034,151,48,,0.48
P8035,212,36.5,,0.365
P8036,279,53.25,,0.5325
P8037,155,18,,0.18
P8038,222,55.25,,0.5525
P8039,183,63.25,,0.6325
P8040,263,9.25,,0.0925
P8041,215,36.5,,0.365
P8042,224,69,,0.69
P8043,199,16.5,,0.165
P8044,237,51,,0.51
P8045,188,65.5,,0.655
P8046,307,28.75,,0.2875
P8047,278,59.5,,0.595
P8048,220,89.5,,0.895
P8049,248,73.75,,0.7375
P8050,150,54,,0.54
P8051,124,37.5,,0.375
P8052,118,41.25,,0.4125
P8053,200,46.25,,0.4625
P8054,266,69.25,,0.6925
P8055,89,45.75,,0.4575
P8056,177,36.25,,0.3625
P8057,227,83.25,,0.8325
P8058,296,70.75,,0.7075
P8059,224,32.75,,0.3275
P8060,279,95.25,,0.9525
P8061,157,57.5,,0.575
P8062,235,61.25,,0.6125
P8063,236,65,,0.65
P8064,180,42.75,,0.4275
P8065,198,69.5,,0.695
P8066,212,34.5,,0.345
P8067,239,51.75,,0.5175
P8068,213,64.75,,0.6475
P8069,302,59.75,,0.5975
P8070,204,63.5,,0.635
P8071,282,62.5,,0.625
P8072,274,53,,0.53
P8073,120,47.5,,0.475
P8074,137,65,,0.65
P8075,224,51.75,,0.5175
P8076,227,24.75,,0.2475
P8077,292,57,,0.57
P8078,192,59.25,,0.5925
P8079,245,81.5,,0.815
P8080,156,68,,0.68
P8081,175,62.5,,0.625
P8082,179,36.75,,0.3675
P8083,159,43,,0.43
P8084,169,20,,0.2
P8085,262,42.75,,0.4275
P8086,337,56.75,,0.5675
P8087,230,70,,0.7
P8088,221,45.5,,0.455
P8089,212,82.75,,0.8275
P8090,238,36.75,,0.3675
P8091,125,54,,0.54
P8092,191,57.5,,0.575
P8093,287,59.25,,0.5925
P8094,193,80.25,,0.8025
P8095,226,54.75,,0.5475
P8096,214,43.5,,0.435
P8097,234,33.5,,0.335
P8098,195,47,,0.47
P8099,231,75,,0.75
P8100,240,47.75,,0.4775
P8101,272,55.25,,0.5525
P8102,161,15.25,,0.1525
P8103,132,43,,0.43
P8104,116,66,,0.66
P8105,200,42.25,,0.4225
P8106,249,69.5,,0.695
P8107,256,53.25,,0.5325
P8108,224,51,,0.51
P8109,194,45.75,,0.4575
P8110,252,46.25,,0.4625
P8111,222,30,,0.3
P8112,142,42,,0.42
P8113,288,100,,1
P8114,276,53.5,,0.535
P8115,157,38.75,,0.3875
P8116,150,60.5,,0.605
P8117,204,79.5,,0.795
P8118,165,44.25,,0.4425
P8119,85,72.75,,0.7275
P8120,254,68.25,,0.6825
P8121,278,29.75,,0.2975
P8122,179,38.25,,0.3825
P8123,191,40.75,,0.4075
P8124,172,60.75,,0.6075
P8125,212,66,,0.66
P8126,187,62.75,,0.6275
P8127,185,36.5,,0.365
P8128,173,64.25,,0.6425
P8129,242,62.75,,0.6275
P8130,235,50.25,,0.5025
P8131,173,73,,0.73
P8132,163,66.75,,0.6675
P8133,196,65.25,,0.6525
P8134,198,53.5,,0.535
P8135,205,63,,0.63
P8136,274,35.5,,0.355
P8137,213,52.75,,0.5275
P8138,222,42.25,,0.4225
P8139,197,28.25,,0.2825
P8140,234,39.75,,0.3975
P8141,207,72.25,,0.7225
P8142,233,52,,0.52
P8143,287,43.75,,0.4375
P8144,145,69.25,,0.6925
P8145,279,32.75,,0.3275
P8146,260,39.25,,0.3925
P8147,182,60,,0.6
P8148,223,29.5,,0.295
P8149,182,58,,0.58
P8150,238,40.25,,0.4025
P8151,260,50.25,,0.5025
P8152,156,71,,0.71
P8153,231,54.25,,0.5425
P8154,96,30.75,,0.3075
P8155,281,76.5,,0.765
P8156,198,73.25,,0.7325
P8157,246,36.75,,0.3675
P8158,279,84,,0.84
P8159,165,61.5,,0.615
P8160,203,39.5,,0.395
P8161,317,53,,0.53
P8162,237,49,,0.49
P8163,203,78.75,,0.7875
P8164,269,60.75,,0.6075
P8165,194,62.25,,0.6225
P8166,330,53.5,,0.535
P8167,271,34.75,,0.3475
P8168,102,61,,0.61
P8169,152,35.5,,0.355
P8170,168,61.75,,0.6175
P8171,205,44.5,,0.445
P8172,249,52.75,,0.5275
P8173,126,34,,0.34
P8174,177,38.5,,0.385
P8175,219,34,,0.34
P8176,82,57.75,,0.5775
P8177,152,33.75,,0.3375
P8178,318,78.5,,0.785
P8179,144,60.25,,0.6025
P8180,209,77.75,,0.7775
P8181,252,62.25,,0.6225
P8182,123,63.75,,0.6375
P8183,100,41.5,,0.415
P8184,279,72.5,,0.725
P8185,194,58.5,,0.585
P8186,179,22.5,,0.225
P8187,208,46.25,,0.4625
P8188,257,57,,0.57
P8189,161,60.25,,0.6025
P8190,172,64,,0.64
P8191,218,35.25,,0.3525
P8192,189,54.5,,0.545
P8193,235,42.25,,0.4225
P8194,188,60.25,,0.6025
P8195,146,25.5,,0.255
P8196,153,44.5,,0.445
P8197,281,61.25,,0.6125
P8198,232,46.25,,0.4625
P8199,162,70,,0.7
P8200,277,24.75,,0.2475
P8201,266,57,,0.57
P8202,243,55.25,,0.5525
P8203,192,38,,0.38
P8204,302,25.25,,0.2525
P8205,231,56.75,,0.5675
P8206,248,46.25,,0.4625
P8207,267,86.5,,0.865
P8208,169,62.5,,0.625
P8209,68,52,,0.52
P8210,201,55,,0.55
P8211,212,63.25,,0.6325
P8212,302,40.25,,0.4025
P8213,213,45.5,,0.455
P8214,279,83.5,,0.835
P8215,138,53.5,,0.535
P8216,290,76.25,,0.7625
P8217,172,57.5,,0.575
P8218,311,34.75,,0.3475
P8219,97,55.5,,0.555
P8220,222,92,,0.92
P8221,192,71.75,,0.7175
P8222,172,39.75,,0.3975
P8223,192,62,,0.62
P8224,176,58.5,,0.585
P8225,220,29,,0.29
P8226,187,47.75,,0.4775
P8227,212,75.75,,0.7575
P8228,253,28.75,,0.2875
P8229,181,73.5,,0.735
P8230,144,52.25,,0.5225
P8231,215,54,,0.54
P8232,230,57.5,,0.575
P8233,241,70,,0.7
P8234,212,33.25,,0.3325
P8235,226,70.25,,0.7025
P8236,195,47.25,,0.4725
P8237,239,60.5,,0.605
P8238,193,40.5,,0.405
P8239,226,37.75,,0.3775
P8240,208,88,,0.88
P8241,160,62.75,,0.6275
P8242,192,84.5,,0.845
P8243,134,45.5,,0.455
P8244,192,48.75,,0.4875
P8245,157,42,,0.42
P8246,213,47.75,,0.4775
P8247,185,50.25,,0.5025
P8248,201,37.5,,0.375
P8249,325,36.75,,0.3675
P8250,227,46.25,,0.4625
P8251,215,44.75,,0.4475
P8252,207,64.25,,0.6425
P8253,221,60.5,,0.605
P8254,211,85.75,,0.8575
P8255,291,71.25,,0.7125
P8256,250,79.75,,0.7975
P8257,251,51.75,,0.5175
P8258,197,83,,0.83
P8259,188,65,,0.65
P8260,165,76.5,,0.765
P8261,284,36.75,,0.3675
P8262,157,67.5,,0.675
P8263,188,57,,0.57
P8264,97,43,,0.43
P8265,137,69.25,,0.6925
P8266,214,45.5,,0.455
P8267,287,66.5,,0.665
P8268,217,56,,0.56
P8269,335,43.25,,0.4325
P8270,235,84,,0.84
P8271,239,51.5,,0.515
P8272,182,86,,0.86
P8273,283,38,,0.38
P8274,193,27.75,,0.2775
P8275,146,54.5,,0.545
P8276,260,60,,0.6
P8277,290,40.5,,0.405
P8278,173,57.75,,0.5775
P8279,95,69.75,,0.6975
P8280,177,56.5,,0.565
P8281,228,28.75,,0.2875
P8282,189,46.75,,0.4675
P8283,270,85.5,,0.855
P8284,248,86.25,,0.8625
P8285,176,60.75,,0.6075
P8286,145,80.75,,0.8075
P8287,232,72,,0.72
P8288,273,66,,0.66
P8289,252,29,,0.29
P8290,273,23.25,,0.2325
P8291,210,58.5,,0.585
P8292,230,65.25,,0.6525
P8293,163,43.25,,0.4325
P8294,245,56.25,,0.5625
P8295,176,17.75,,0.1775
P8296,215,46.75,,0.4675
P8297,176,28.5,,0.285
P8298,258,57.75,,0.5775
P8299,264,39.25,,0.3925
P8300,230,50,,0.5
P8301,237,60.5,,0.605
P8302,182,16.75,,0.1675
P8303,239,37.75,,0.3775
P8304,305,64.75,,0.6475
P8305,286,49.75,,0.4975
P8306,208,37.25,,0.3725
P8307,267,52.75,,0.5275
P8308,91,47.5,,0.475
P8309,272,72.5,,0.725
P8310,203,39.5,,0.395
P8311,86,53.5,,0.535
P8312,181,43.5,,0.435
P8313,167,56,,0.56
P8314,241,57.25,,0.5725
P8315,108,51.25,,0.5125
P8316,257,65.25,,0.6525
P8317,180,63.25,,0.6325
P8318,199,46.75,,0.4675
P8319,262,33.75,,0.3375
P8320,208,12.25,,0.1225
P8321,107,57.5,,0.575
P8322,223,29.5,,0.295
P8323,304,73.75,,0.7375
P8324,225,35.25,,0.3525
P8325,160,62.25,,0.6225
P8326,264,57.75,,0.5775
P8327,205,41,,0.41
P8328,206,80.75,,0.8075
P8329,254,63.5,,0.635
P8330,254,44.5,,0.445
P8331,303,74.75,,0.7475
P8332,241,53,,0.53
P8333,256,30.75,,0.3075
P8334,214,34.25,,0.3425
P8335,179,45.75,,0.4575
P8336,278,28.25,,0.2825
P8337,227,42,,0.42
P8338,216,73.75,,0.7375
P8339,170,54.75,,0.5475
P8340,266,29,,0.29
P8341,194,84.75,,0.8475
P8342,290,43,,0.43
P8343,230,58,,0.58
P8344,163,54,,0.54
P8345,161,60.5,,0.605
P8346,159,32.75,,0.3275
P8347,201,47.75,,0.4775
P8348,203,46.25,,0.4625
P8349,204,39.5,,0.395
P8350,222,66.25,,0.6625
P8351,133,56.5,,0.565
P8352,244,54.75,,0.5475
